person_id,profile_title,standardized_role
10151,assistant vice president - it business analyst,Other IT Role
10152,roman fleshman,Other IT Role
10153,systems analyst consultant,Other IT Role
10154,it security analyst,Cybersecurity Analyst
10155,senior information risk analyst,Other IT Role
10156,network engineer remote/on-premises,Other IT Role
10157,senior system engineer,Other IT Role
10158,sr manager sr manager director of it governance risk compliance and audit services,Other IT Role
10159,network security analyst,Cybersecurity Analyst
10160,senior information security advisor/team lead,Cybersecurity Analyst
10161,jason feeney,Other IT Role
10162,temporary contractor,Other IT Role
10163,it infrastructure engineer,Other IT Role
10164,risk and vulnerability analyst,Other IT Role
10165,desktop support technician,Other IT Role
10166,h beltran,Other IT Role
10167,jeremy finke,Other IT Role
10168,sr security analyst,Cybersecurity Analyst
10169,jr security analyst,Cybersecurity Analyst
10170,sox project manager,Other IT Role
10171,information security analyst v,Cybersecurity Analyst
10173,business systems consultant,Other IT Role
10174,it specialist,Other IT Role
10175,bill slater,Other IT Role
10176,ebony robinson,Other IT Role
10177,i t system administrator,Other IT Role
10178,acc manager,Other IT Role
10179,project manager,Other IT Role
10180,harrison eigbike,Other IT Role
10181,sales administration,Other IT Role
10182,it security analyst,Cybersecurity Analyst
10183,programmer analyst ii programmer analyst ii,Other IT Role
10184,jennifer michelle herron,Other IT Role
10185,it support specialist,Other IT Role
10186,it manager / hipaa privacy and security officer,Cybersecurity Analyst
10187,senior it support analyst,Other IT Role
10188,gis information security audit compliance manager,Cybersecurity Analyst
10190,andrew king,Other IT Role
10191,it security/administrator/consultant- security operations,Cybersecurity Analyst
10192,advisory project specialist/sr consultant,Other IT Role
10193,blan tech support,Other IT Role
10194,it security analyst,Cybersecurity Analyst
10195,technical support analyst lexisnexis,Other IT Role
10196,security analyst - security assurance,Cybersecurity Analyst
10197,system administrator- it support analyst v,Other IT Role
10198,cyber security analyst,Cybersecurity Analyst
10199,lead identity and access management security analyst,Cybersecurity Analyst
10200,miguel moyer,Other IT Role
10201,alexander chen,Other IT Role
10202,technical support representative,Other IT Role
10203,global chief information security officer,Cybersecurity Analyst
10204,forensics analyst,Other IT Role
10205,garland brown,Other IT Role
10206,it customer operations head,Other IT Role
10207,security specialist,Cybersecurity Analyst
10208,network administrator / it security analyst,Cybersecurity Analyst
10209,director information security compliance,Cybersecurity Analyst
10210,it administrator,Other IT Role
10211,sme active cyber defense analyst cyber threat intelligence,Cybersecurity Analyst
10212,interim it security analyst,Cybersecurity Analyst
10213,master grill operator,Other IT Role
10214,senior consultant senior consultant senior consultant,Other IT Role
10216,network information analyst,Other IT Role
10217,iam business analyst,Other IT Role
10219,vp of information technology,Other IT Role
10220,nicole reger,Other IT Role
10221,sr audit consultant,Other IT Role
10222,it analyst/engineer,Other IT Role
10223,it security analyst,Cybersecurity Analyst
10224,risk and compliance analyst,Other IT Role
10226,it security analyst,Cybersecurity Analyst
10227,service desk administrator / system administrator / security analyst,Cybersecurity Analyst
10228,cybersecurity engineer ii - enterprise information security,Cybersecurity Analyst
10229,it operations manager,Other IT Role
10230,donald c,Other IT Role
10231,senior risk management specialist/ security control assessor,Cybersecurity Analyst
10232,operations specialist,Other IT Role
10234,mohammed hassan,Other IT Role
10235,collections agent/customer service,Other IT Role
10236,infrastructure security analyst assoc infrastructure security analyst assoc,Cybersecurity Analyst
10237,security systems administrator,Cybersecurity Analyst
10238,information systems security analyst,Cybersecurity Analyst
10239,application engineer - security,Cybersecurity Analyst
10240,technical support engineer,Other IT Role
10241,senior security analyst - security operations center,Cybersecurity Analyst
10242,security control assessor,Cybersecurity Analyst
10243,self employed,Other IT Role
10244,insider threat analyst,Other IT Role
10246,independent consultant senior security advisor,Cybersecurity Analyst
10247,help desk analyst,Other IT Role
10248,sr it systems administrator,Other IT Role
10249,senior security analyst - vulnerability management,Cybersecurity Analyst
10250,programmer/ analyst programmer/analyst programmer/ analyst,Other IT Role
10251,director information security,Cybersecurity Analyst
10252,windows 10 migration technician,Other IT Role
10253,end-user support specialist,Other IT Role
10254,enterprise security architect,Cybersecurity Analyst
10255,security analyst,Cybersecurity Analyst
10256,sales associate - furniture sales associate - furniture sales associate - furniture - macys belleville il,Other IT Role
10257,information security analyst rgc,Cybersecurity Analyst
10258,t i controls consultant/contractor,Other IT Role
10259,robert half,Other IT Role
10260,contractor information security analyst,Cybersecurity Analyst
10261,records associate level ii,Other IT Role
10262,resource manager/embedded manager,Other IT Role
10263,joaquin joe davis,Other IT Role
10264,delivery driver,Other IT Role
10265,information security analyst,Cybersecurity Analyst
10266,jr network security engineer,Cybersecurity Analyst
10267,it specialist,Other IT Role
10268,information security compliance analyst,Cybersecurity Analyst
10269,it risk management specialized 2nd level of defense senior analyst,Other IT Role
10270,senior specialist - it security operations,Cybersecurity Analyst
10271,it security analyst,Cybersecurity Analyst
10273,nerc cip cyber security specialist,Cybersecurity Analyst
10274,it deployment specialist consultant,Other IT Role
10275,information security analyst,Cybersecurity Analyst
10276,wing information systems security manager,Cybersecurity Analyst
10278,information technology it analyst,Other IT Role
10279,it security analyst,Cybersecurity Analyst
10280,it security analyst ii,Cybersecurity Analyst
10281,senior manager it infrastructure operations global cyber security it compliance network,Cybersecurity Analyst
10282,it manager /cyber security engineer,Cybersecurity Analyst
10283,senior network/systems analyst,Other IT Role
10284,engineer i engineer i engineer i,Other IT Role
10285,seat deployment engineer,Other IT Role
10286,information security expert and it systems administrator,Cybersecurity Analyst
10288,computer security analyst,Cybersecurity Analyst
10289,it support engineer,Other IT Role
10290,security analyst,Cybersecurity Analyst
10291,morton grove,Other IT Role
10292,predictive sustain analyst,Other IT Role
10293,saaisree ananth,Other IT Role
10295,it security administrator,Cybersecurity Analyst
10296,portfolio manager it security,Cybersecurity Analyst
10297,manager infrastructure and compliance,Other IT Role
10298,mervyn chapman,Other IT Role
10299,anthony cuenca,Other IT Role
10300,human resources manager,Other IT Role
10301,cyber security analyst,Cybersecurity Analyst
10302,sr it network architect,Other IT Role
10303,field service analyst ii,Other IT Role
10304,senior security analyst,Cybersecurity Analyst
10306,logistics developer logistics developer logistics developer,Other IT Role
10307,it information security analyst,Cybersecurity Analyst
10308,diana garcia,Other IT Role
10309,security manager it,Cybersecurity Analyst
10310,independent it contractor,Other IT Role
10311,lead information security analyst,Cybersecurity Analyst
10312,security officer,Cybersecurity Analyst
10313,joshua wells,Other IT Role
10314,jose abrian,Other IT Role
10315,senior cip compliance analyst,Other IT Role
10316,pat demers,Other IT Role
10317,switchboard operator,Other IT Role
10318,senior platform engineer,Other IT Role
10319,it service center analyst,Other IT Role
10320,information security architect,Cybersecurity Analyst
10321,network security analyst intern,Cybersecurity Analyst
10322,it support desk agent level 2,Other IT Role
10323,information systems security manager issm,Cybersecurity Analyst
10324,senior cyber forensics specialist,Cybersecurity Analyst
10325,corporate travel agent,Other IT Role
10326,information technology specialist customer support database admin it security policy planning,Database Administrator
10328,chief audit executive,Other IT Role
10329,christine riley,Other IT Role
10330,cyber security analyst,Cybersecurity Analyst
10332,cyber security analyst,Cybersecurity Analyst
10333,lead it sap security analyst,Cybersecurity Analyst
10334,sr it security analyst,Cybersecurity Analyst
10335,security architect,Cybersecurity Analyst
10336,epic support technician momentum,Other IT Role
10337,director of engineering,Other IT Role
10338,information security analyst,Cybersecurity Analyst
10339,zackery ward,Other IT Role
10340,it systems administrator,Other IT Role
10341,senior information security program manager risk policy governance operations,Cybersecurity Analyst
10342,associate engineer - client services - network,Other IT Role
10343,senior information assurance analyst,Other IT Role
10344,malware analyst,Other IT Role
10345,wanda montague,Other IT Role
10346,project manager consultant,Other IT Role
10347,seat deployment engineer,Other IT Role
10348,tier 1 help desk analyst,Other IT Role
10349,suzanne wood,Other IT Role
10350,information security manger,Cybersecurity Analyst
10351,david m hicks,Other IT Role
10352,java developer,Backend Developer
10353,it systems manager - director / information security officer security engineer,Cybersecurity Analyst
10354,senior systems security engineer,Cybersecurity Analyst
10355,device security analyst,Cybersecurity Analyst
10356,senior project manager/ senior security controls assessor,Cybersecurity Analyst
10357,business system consultant,Other IT Role
10360,cjis local agency security officer - it security engineer - information security analyst - senior network administrator,Cybersecurity Analyst
10361,cyber security analyst,Cybersecurity Analyst
10362,senior cyber security analyst,Cybersecurity Analyst
10363,michael w darling,Other IT Role
10364,team lead - it access management administration,Other IT Role
10365,anthony cuenca,Other IT Role
10366,it security operations team lead,Cybersecurity Analyst
10367,pc tech,Other IT Role
10368,team lead security engineering and identity access management,Cybersecurity Analyst
10369,james dusenbury,Other IT Role
10370,a engineer,Other IT Role
10371,it - e-commerce analyst,Other IT Role
10372,it security analyst,Cybersecurity Analyst
10373,team lead,Other IT Role
10374,security manager,Cybersecurity Analyst
10375,it analyst,Other IT Role
10376,it security analyst,Cybersecurity Analyst
10377,information security manager head of security operations,Cybersecurity Analyst
10378,information security project manager/business system consultant,Cybersecurity Analyst
10379,head financial crimes unit exercise management,Other IT Role
10380,dahlgren va,Other IT Role
10382,senior security engineer,Cybersecurity Analyst
10383,it security analyst,Cybersecurity Analyst
10384,sr systems administrator,Other IT Role
10385,it security analyst,Cybersecurity Analyst
