person_id,institution,program,start_date,location,standardized_program,education_year
7481,western illinois university,bachelor of arts in english education,,,Other Education,
7482,"colorado state university - fort collins, co",master of business administration in business administration,,"fort collins, co",Business Administration,
7482,"university of madras - chennai, tamil nadu","bachelor of engineering in be , electronics communication",,"chennai, tamil nadu",Electronics Engineering,
7483,north carolina state university,bs in mechanical engineering,1987/09,"raleigh, nc",Mechanical Engineering,1987
7485,iona college,mba in operations management/ecommerce,05/2005,"new rochelle, ny",Business Administration,2005
7485,villanova university,masters certificate in project management,05/2005,"villanova, pa",Other Education,2005
7485,seton hall university,b.s. in information systems,05/1992,"orange, nj",Other Education,1992
7486,california state university - sacramento,bachelor of science in business administration,,"sacramento, ca",Business Administration,
7486,solano community college,associate of science in computer science / programming,,"suisun city, ca",Computer Science,
7487,university of north carolina at charlotte,bachelor of science in electrical engineering,08/1987,"charlotte, nc",Electronics Engineering,1987
7487,university of north carolina at charlotte,master of science in computer science,05/1991,"charlotte, nc",Computer Science,1991
7488,oklahoma state university-main campus,master s in computer science,,"stillwater, ok",Computer Science,
7489,southern methodist university,business administration,1998/09,"houston, tx",Business Administration,1998
7489,university of houston,business administration,1983/09,"houston, tx",Business Administration,1983
7490,johns hopkins university,m.s. in information systems telecommunications,05/04,"baltimore, md",Other Education,
7490,howard university,b.a. in design,05/98,"washington, dc",Other Education,
7491,st. joseph s university,mba in information systems,1994/09,"philadelphia, pa",Business Administration,1994
7491,penn state university,bs in industrial engineering,1985/09,"university park, pa",Other Education,1985
7492,jn technological university,master of technology in computer science,,,Computer Science,
7492,nagarjuna university,bachelor of technology in computer science,,,Computer Science,
7493,villanova university,master certificate in it project management,,,Information Technology,
7493,"rutgers university - camden, nj",mba in finance and information technology,,"camden, nj",Information Technology,
7493,"rutgers university - new brunswick, nj",bachelor of arts in economics,,"new brunswick, nj",Other Education,
7494,cuyahoga community college district,associate in computer science,06/93,"north ridgeville, oh",Computer Science,
7494,tri c - parma,associate in computer science,06/93,oh,Computer Science,
7495,saint francis university,bachelor of science in management,09/93,"loretto, pa",General Science,
7496,fairleigh dickinson university,ba in clinical social work,09/16,"teaneck, nj",Other Education,
7497,dixon high school,diploma,,,Other Education,
7498,university of phoenix,bachelor of science in information technology,2014/09,,Information Technology,2014
7498,united states army aviation logistics school,aircraft mechanics,1993/02,"fort eustis, va",Other Education,1993
7499,ohio dominican university,mba,2005,"gahanna, ohio",Business Administration,2005
7499,franklin university,"bachelor of science in bs , information systems",1999,"gahanna, ohio",General Science,1999
7500,eastern washington university,computer science,,,Computer Science,
7500,spokane community college,management information systems,,,Other Education,
7500,spokane community college,natural resource management,,,Other Education,
7501,oxford brooks university,bachelors in science in social networking tools familiarity,07/2002,july 2002 to may 2005,Information Technology,2002
7502,american college of computer information sciences,bachelor of science in information systems,01/2003,,General Science,2003
7502,southern union state community college/opelika state technical college,associate of applied science in computer information systems,06/1994,,General Science,1994
7503,southern methodist university,associate degree,1994,"dallas, tx",Other Education,1994
